athletic_net_race_id,athlete_name,athlete_first_name,athlete_last_name,athlete_school_id,time_cs,place_overall,grade,needs_review
1025341,Alijah Murillo,Alijah,Murillo,school_branham,84937,1,12,FALSE
1025341,Aidan Dunosky,Aidan,Dunosky,school_willow_glen,86270,2,12,FALSE
1025341,Gabriel Saludo,Gabriel,Saludo,school_piedmont_hills,86443,3,10,FALSE
1025341,Hayden Kieslich,Hayden,Kieslich,school_willow_glen,87202,4,12,FALSE
1025341,Johann Coss,Johann,Coss,school_evergreen_valley,87484,5,10,FALSE
1025341,Daniel Cheyer,Daniel,Cheyer,school_branham,87665,6,12,FALSE
1025341,Jacob Martinez,Jacob,Martinez,school_evergreen_valley,87893,7,10,FALSE
1025341,Carter Helms,Carter,Helms,school_branham,88678,8,11,FALSE
1025341,Caleb Entwisle,Caleb,Entwisle,school_prospect,88864,9,12,FALSE
1025341,Nicholas Anderson,Nicholas,Anderson,school_piedmont_hills,88932,10,12,FALSE
1025341,Ethan Garner,Ethan,Garner,school_leigh,89273,11,12,FALSE
1025341,Zane Stewart,Zane,Stewart,school_willow_glen,90372,12,10,FALSE
1025341,Duncan Lorang,Duncan,Lorang,school_willow_glen,90820,13,12,FALSE
1025341,Noah Tally,Noah,Tally,school_willow_glen,91641,14,11,FALSE
1025341,Jayden Ho,Jayden,Ho,school_piedmont_hills,91790,15,11,FALSE
1025341,Atharva Khare,Atharva,Khare,school_evergreen_valley,92070,16,10,FALSE
1025341,Mattheau Rivera,Mattheau,Rivera,school_piedmont_hills,92121,17,12,FALSE
1025341,Isaac Che,Isaac,Che,school_piedmont_hills,92214,18,10,FALSE
1025341,Aaron Tsai,Aaron,Tsai,school_branham,92384,19,12,FALSE
1025341,Jake Orton,Jake,Orton,school_santa_teresa,92521,20,11,FALSE
1025341,Elliot King,Elliot,King,school_piedmont_hills,92587,21,9,FALSE
1025341,Jacob Beltran,Jacob,Beltran,school_evergreen_valley,92894,22,12,FALSE
1025341,Dylan Olmos,Dylan,Olmos,school_leigh,93775,23,12,FALSE
1025341,Riley Neuman,Riley,Neuman,school_willow_glen,94176,24,11,FALSE
